15724,1009112,0
9549,1042991,90
14065,1026015,50
14312,1008492,50
13109,1014120,30
9592,1025643,60
9756,1016885,90
2309,1011901,70
7782,1034882,36
14706,1029737,60
9627,1028073,0
3487,1017511,70
6821,1005290,10
3270,1059418,85
8728,1015272,50
97,1045704,90
14081,1002243,0
5238,1005491,0
47,1044487,90
7235,1016600,50
5528,1031044,90
877,1000656,50
820,1000335,90
12034,1004078,70
12566,1053653,0
5468,1043454,70
3255,1029489,100
8502,1099096,70
8263,1037847,90
1228,1013022,0
15323,1098234,0
14458,1021718,90
13365,1013012,90
16549,1033237,70
12035,1013414,100
8188,1021958,90
2557,1000125,90
14602,1029737,90
4288,1052069,90
10546,1045024,37
7199,1010317,70
16685,1070226,10
16087,1019224,0
14840,1020983,80
10000,1097508,90
2121,1006084,0
3502,1083194,100
4351,1097969,0
13627,1018620,55
1147,1015272,0
10876,1015560,100
5043,1006389,90
11930,1036740,50
4695,1070831,90
8437,1001925,50
5782,1000370,0
14041,1033398,100
9103,1004623,89
16540,1024759,90
6209,1017997,30
11797,1054073,70
7509,1099537,100
11135,1036736,90
13008,1037847,100
12170,1007723,50
265,1012859,50
690,1025831,90
14041,1027741,100
10614,1003554,0
1042,1043454,100
765,1043524,0
9239,1044487,90
6449,1015546,0
7782,1006288,49
13125,1004059,0
7280,1068848,70
4379,1015272,90
14837,1013012,90
4815,1078363,50
16260,1026478,0
13297,1030666,50
7341,1039082,90
9940,1098461,90
6773,1097613,90
9456,1005881,90
3490,1005290,90
13460,1000012,90
7587,1044871,90
17249,1005290,20
13721,1053507,100
15871,1028555,50
5564,1021992,50
13838,1021005,1
7983,1024951,90
2636,1027741,0
16255,1017989,90
8872,1021357,0
12048,1032804,70
13362,1046217,90
6369,1043417,0
9610,1021812,0
11111,1098790,0
5717,1019857,90
11029,1005637,0
13169,1015272,90
7826,1021815,50
6266,1028251,90
6107,1017810,75
4854,1022601,90
13439,1044604,0
4453,1098099,0
16819,1018138,0
1686,1012625,90
3831,1042272,90
7953,1040112,70
13696,1015272,0
4617,1098353,30
6938,1009400,97
1472,1020993,0
5843,1016419,50
2402,1009400,90
4574,1021815,0
11543,1021142,0
6827,1032861,90
9513,1042768,90
10759,1098887,0
13922,1007939,70
1946,1017219,90
6419,1027171,0
14671,1098109,90
9319,1098109,100
14702,1050745,80
4569,1007098,65
14466,1009214,90
5433,1043736,0
12098,1008656,30
2519,1015374,0
16343,1011305,100
10,1005938,30
1175,1014312,90
1920,1016600,30
3646,1009942,90
14171,1022226,90
7182,1045021,90
1513,1000454,90
4986,1098595,90
11139,1006179,0
4038,1021815,70
7782,1097162,32
8277,1045342,80
8273,1003522,90
13352,1097550,100
5672,1011104,0
16722,1007723,90
3799,1026353,90
313,1009772,90
942,1033573,30
13439,1016758,0
13219,1048943,0
3223,1037731,87
6166,1031096,70
7280,1091582,0
1011,1001584,0
1945,1098048,90
5702,1030879,90
5215,1014674,0
356,1014091,90
12529,1067570,0
143,1025443,0
16685,1098237,0
2003,1048259,0
3068,1039877,80
9341,1021623,0
14853,1009352,50
12466,1006571,0
7737,1022385,0
6263,1013354,0
9367,1005605,70
16049,1014697,0
9448,1040071,90
12302,1026581,0
13240,1016600,90
15871,1020778,70
15169,1000412,70
16392,1013354,90
12264,1000656,100
3950,1004524,90
10759,1045525,0
13663,1007035,0
4373,1000276,0
143,1025449,0
11326,1017240,0
17119,1013354,100
8823,1015272,90
7427,1011131,50
14220,1013111,90
2415,1008023,90
12974,1006699,0
10807,1098209,0
8277,1009134,100
2152,1098798,30
16326,1014252,90
942,1026598,0
4361,1085739,100
3009,1054233,60
6816,1025475,0
11679,1000398,90
1667,1027553,90
619,1008492,0
14305,1017157,70
3319,1030683,90
17016,1027322,96
16435,1098910,80
8583,1011846,90
753,1013111,100
14640,1045283,90
2296,1098161,0
10580,1000143,70
15033,1021992,0
16231,1043814,90
12974,1032949,0
3573,1002960,0
1449,1050745,50
15135,1000454,90
10713,1020742,0
15330,1000335,90
4951,1030879,70
15417,1023631,70
3468,1098595,0
11520,1030216,0
9051,1098461,0
9307,1022226,90
16912,1043454,0
5891,1000286,90
3875,1012012,90
2674,1000125,90
12079,1040692,92
17373,1025087,0
1930,1030933,90
7293,1098636,100
3456,1003454,0
7154,1017764,20
3910,1005493,90
17014,1000454,0
11482,1030760,90
16876,1097218,0
10965,1087642,90
3644,1029489,60
3311,1030760,71
1549,1017658,0
5791,1053507,30
447,1007610,90
868,1015560,3
11198,1018344,0
10769,1016644,0
8779,1022778,90
10106,1097579,70
5558,1043814,0
1147,1064441,0
2314,1025801,90
16101,1097498,80
15302,1021912,0
2663,1001779,78
4239,1018018,70
16887,1018471,65
9510,1016885,0
12466,1007256,22
16125,1026044,90
10618,1031562,10
9599,1002815,70
7716,1012011,0
830,1098441,90
1850,1048320,90
14355,1051787,90
13495,1015424,0
11107,1017228,90
13325,1000905,90
4959,1037847,74
2370,1014519,0
2269,1014252,0
2297,1097321,0
11110,1017874,100
17158,1033300,85
6148,1097206,10
10056,1010787,0
11111,1004171,50
10901,1027137,100
13906,1000905,70
2714,1006288,60
11139,1005676,0
9693,1018349,0
12383,1021869,90
2370,1097982,0
13309,1000143,100
5449,1025005,0
13548,1098302,100
3093,1042991,90
9286,1021529,0
14955,1097498,100
15697,1029437,0
1413,1053507,90
5432,1007723,0
1428,1026007,0
9225,1012012,90
14716,1018342,100
1467,1031091,90
143,1023705,0
15200,1002243,0
7999,1099146,0
3024,1043454,90
4871,1020983,0
14447,1024111,90
11505,1098461,0
11078,1098798,100
17010,1041557,100
5055,1031368,0
5976,1032861,0
13632,1017555,50
12446,1098353,90
6298,1010542,70
6029,1010722,0
12786,1008412,0
11465,1003408,72
78,1030933,90
16203,1022808,0
10400,1016600,70
16061,1015385,40
3946,1099557,0
14005,1010065,90
17166,1003454,0
6713,1022226,0
6816,1013151,30
16640,1033613,0
3950,1033670,0
13568,1020268,90
2500,1013779,60
10926,1053407,0
6986,1039877,50
10762,1020778,90
17246,1051565,0
2644,1098099,0
13993,1098595,90
3504,1099386,60
8942,1099550,0
2325,1043833,100
3614,1044871,30
6656,1013012,90
6738,1014252,90
14294,1004095,70
9364,1025801,0
13391,1027741,90
10226,1025095,0
9458,1029931,50
9182,1043511,0
7341,1025924,100
1647,1010317,90
15,1014252,70
9903,1098798,90
16402,1099009,0
11817,1010065,65
14754,1053507,90
6179,1045704,90
16580,1032590,17
3619,1098337,70
2663,1016599,87
6681,1098218,0
8815,1018943,0
14702,1015750,30
12696,1022226,100
12466,1020121,40
12918,1017927,0
17076,1028555,100
9782,1013213,100
7704,1005017,90
8447,1023239,70
7277,1022226,90
13718,1053507,0
11462,1033613,30
8674,1098153,0
11259,1013647,100
11376,1005915,82
11472,24538,90
15546,1030372,0
13538,1032866,100
15087,1013012,60
5918,1045697,76
3815,1097613,90
13271,1003522,100
15251,1013181,100
8484,1010841,0
5880,1014120,100
11349,1012012,90
1245,1001925,70
16918,1013119,90
978,1048825,90
10587,1097550,0
3753,1030037,90
14066,1021142,90
11942,1029737,90
2898,1002815,0
13096,1029314,0
3176,1098365,0
6640,1015750,90
13906,1021912,70
4395,1030059,0
15447,1013354,0
16639,1008023,100
11875,1013025,90
8165,1012998,100
9873,1021580,0
5519,1015493,30
256,1048320,90
10952,1026260,90
5248,1001925,90
5829,1013354,60
877,1023542,80
16393,1003242,100
541,1097422,30
12466,1008711,0
1320,1018272,0
13404,1019512,255
11924,1030879,50
6101,1032861,100
6938,1001301,90
6398,1099342,70
10577,1019547,98
15251,1003574,100
16536,1013213,0
6946,1043716,50
15000,1018620,0
15314,1027741,90
2207,1017511,90
1522,1014174,0
7091,1034904,100
10050,1047388,0
6809,1030683,90
11140,1008776,90
7567,1098048,100
2493,1009453,0
4632,1012884,100
2653,1024130,100
15908,1021928,30
12056,1098650,80
14326,1045021,50
4515,1029443,0
4139,1097408,50
13,1020323,90
1291,1025005,0
13177,1097384,100
9871,1021912,90
14257,1029207,50
6040,1045696,1
709,1007420,90
6380,1002434,70
5038,1098799,90
898,1028255,100
4592,1003522,90
13825,1098363,100
15247,1046331,0
8072,1022925,90
9364,1030760,0
11256,1032804,100
9889,1044915,0
559,1025005,90
2500,1098588,55
6311,1008877,30
10607,1025719,50
1785,1022601,50
11595,1022226,50
10226,1002184,45
13774,1013354,70
15548,1010542,100
3444,1097550,0
12779,1004095,100
9472,1013151,0
100,1098595,100
13131,1017017,0
16325,1097587,76
3940,1024467,90
46,1005290,90
15892,1040684,0
13654,1008384,0
12466,1043680,70
15893,1020313,0
10944,1027718,40
15314,1019134,100
999,1031368,90
12721,1027009,100
13366,1037731,93
13093,1099001,90
12322,1021402,100
7865,1033041,100
5186,1029489,30
14081,1007329,0
15871,1033697,70
14515,1001301,100
15295,1021580,90
143,1097599,0
2126,1014091,90
14280,1012424,90
12217,1098146,100
250,1099534,90
1157,1045438,90
12939,1013354,90
16977,1052054,40
5952,1040684,80
1477,1045438,0
15252,1008412,90
14897,1021300,50
10936,1003575,0
11240,1031562,80
16555,1003242,90
12825,1053653,0
14963,1009112,0
204,1014480,30
2297,1051565,30
12466,1037937,0
3995,1002766,90
13002,1099097,0
5304,1006971,50
12960,1009835,70
13878,1098482,50
6713,1098270,50
7752,1000143,90
16029,1012340,70
13424,1010542,80
3205,1025831,90
7421,1024670,100
4901,1000125,90
10,1009400,20
8419,1034883,90
944,1011200,50
12852,1010787,0
12993,1023119,0
374,1099350,90
1689,1098798,80
12964,1012651,0
10823,1022878,0
13591,1098588,90
6050,1037490,90
13619,1015182,30
12751,1012271,90
7320,1012145,0
9480,1018587,90
9453,1058519,50
10825,1098032,100
128,1028435,0
13209,1012920,100
4781,1015851,100
11289,1017306,100
16423,1006373,90
8935,1019857,70
2239,1026882,90
12508,1097632,0
11482,1019857,90
7421,1015493,30
5554,1052094,50
4876,1097579,0
900,1016776,70
14463,1009453,70
4073,1000335,80
4769,1030760,90
10136,1043454,90
3290,1018848,0
9831,1098224,50
1144,1024533,50
2682,1098650,0
9921,1099693,0
11800,1001700,90
5315,1026478,30
15858,1004976,90
8487,1027798,50
6501,1098270,30
2947,1023876,50
1428,1026614,40
5494,1045021,0
13621,1099537,0
9179,1012752,30
6734,1025892,90
3051,1032861,90
9506,1098109,90
668,1099537,0
12035,1000202,90
11743,1000905,90
11658,1034988,0
13135,1045021,0
11696,1033451,90
15306,1007340,90
12502,1030879,90
205,1026882,90
8583,1017880,90
14100,1098895,0
7045,1009208,100
3234,1098346,0
7513,1044978,30
16816,1011242,0
11503,1009831,60
12466,1028195,0
2008,1010309,90
2297,1008711,0
9623,1012395,90
12466,1037554,59
2723,1007607,80
12125,1098422,90
15411,1013354,30
5893,1008711,70
10500,1026260,86
3793,1098099,70
7724,1004459,30
15691,1013354,90
15731,1029910,60
9476,1053507,0
7668,1030691,0
17023,1009730,99
7752,1010122,80
6986,1021815,70
14670,1021837,0
7459,1023509,90
14310,1042768,30
270,1001925,90
4196,1037066,100
16049,1043912,70
1668,1019512,0
15251,1023631,0
7828,1098895,100
11974,1000335,50
3421,1013354,90
14220,1018980,100
7619,1007434,90
16015,1003522,90
15186,1083194,90
7521,1098212,0
8657,1050746,0
15541,1005542,0
10226,1033398,0
14895,1022925,70
5766,1022925,100
4364,1048882,80
12628,1098304,40
14375,1000959,90
16685,1017274,100
7613,1000335,100
11376,1005376,95
10881,1001862,90
4386,1030992,100
5883,1045704,70
11988,1020983,0
11444,1027014,90
6164,1030056,90
3457,1026690,1
16632,1098462,100
11872,1027938,80
14521,1004157,70
317,1021357,0
10311,1036857,0
6987,1015424,100
1654,1008915,0
6343,1010309,70
13771,1006316,0
8214,1014091,0
16029,1005655,30
173,1048392,90
6120,1003454,100
4395,1013806,0
1475,1067553,0
7643,1043454,90
16912,1001077,0
8143,1043417,80
3414,1022890,60
10099,1010751,40
485,1098636,50
12619,1053387,87
10311,1012285,60
4761,1030879,50
5215,1000414,0
13215,1012859,80
423,1099355,0
2074,1062238,0
15105,1098185,0
11000,1001527,0
11716,1033451,70
2701,1019522,75
8924,1098669,0
6480,1013354,0
16104,1019460,0
541,1012851,70
5684,1020993,0
4144,1013565,50
2855,1098209,100
17450,1011136,50
14815,1019070,90
4395,1007986,0
12302,1012012,30
3900,1006078,0
17221,1026083,0
14211,1000125,90
4474,1099085,0
1853,1098650,30
9286,1052237,0
4280,1098953,0
14598,1033820,90
15179,1099438,90
14113,1044487,85
4983,1005017,100
12993,1027598,0
2541,1041884,50
12532,1046217,0
3950,1021600,0
8542,1044487,90
242,1097221,100
12529,1097664,0
5619,1006316,0
12529,1044487,80
13774,1064645,70
4191,1000454,90
16168,1099009,100
7432,1098895,100
12187,1001077,0
319,1049618,50
8721,1097504,90
11511,1046217,90
15757,1027718,50
16685,1070772,0
17348,1000193,69
14122,1023220,100
1594,1048498,0
885,1004671,0
13696,1014678,90
4002,1001700,90
7655,1024467,0
16718,1022012,0
1085,1007420,100
2853,1047130,98
661,1052200,80
7684,1018417,0
11493,1013354,0
7154,1097564,10
14989,1008492,90
10947,1021186,70
16487,1018980,80
4268,1002434,75
5387,1097579,0
15398,1097991,0
15313,1042768,90
16867,1010542,90
389,1003735,0
5449,1008603,100
10955,1028695,0
13831,1016600,0
753,1017339,100
3414,1012903,70
7163,1019134,0
11139,1002356,0
327,1002542,1
10860,1053438,80
15584,1048320,90
13872,1051565,90
1400,1043671,100
9001,1030110,90
6422,1030037,40
4414,1099173,100
4459,1019067,90
14963,1098050,0
2309,1098889,0
6825,1016847,0
8165,1024639,50
7290,1054154,100
10375,1045525,90
4021,1097498,50
3176,1008667,100
2587,1098048,93
13549,1028896,90
14408,1007520,40
4207,1099033,0
922,1025776,70
6717,1098668,50
16466,1007098,90
2714,1010428,0
16023,1021928,90
4642,1041735,100
12086,1010309,90
12974,1008640,0
3849,1030760,90
17166,1022601,0
8583,1012271,90
4067,1031295,0
3119,1041512,100
11309,1030691,70
7858,1030666,90
9511,1017685,0
10398,1024670,0
12451,1017240,90
5558,1022226,90
3268,1006149,81
15724,1101310,0
11025,1000861,60
10587,1043454,0
4395,1054967,0
4977,1000163,0
5694,1015303,0
8247,1000490,100
2068,1098222,0
8946,1078363,70
15635,1030760,0
15,1044487,0
14853,1024951,50
6298,1014091,70
10517,1017511,90
16161,1031364,0
5672,1100834,0
1812,1004078,80
9433,1018138,30
11847,1034801,90
4876,1032444,0
8513,1008193,100
16221,1029923,0
12213,1030964,3
5411,1043252,100
14998,1009453,90
1059,1005409,0
9877,1018798,0
4893,1026015,90
9366,1099096,90
15941,1042771,70
8133,1097422,0
15030,1033398,100
3456,1003966,0
2592,1000454,90
2908,1029737,90
1560,1014252,90
14768,1009680,100
16320,1019522,70
3150,1045704,90
4080,1030059,70
3785,1030879,98
4535,1011082,100
5304,1018417,0
9662,1097550,90
12607,1033427,95
8522,1022226,70
3950,1045194,0
3068,1016885,70
8779,1030338,90
14306,1030879,90
1280,1025801,8
15287,1020844,20
2932,1011104,79
16180,1099097,70
16325,1006799,59
280,1023356,70
15083,1098799,90
14844,1016419,90
11763,1099031,70
16226,1030760,70
5439,1097996,76
10352,1019067,50
6107,1017716,30
4047,1027009,100
12226,1007610,90
10480,1021527,70
7230,1002960,90
905,1054304,0
13904,1043454,100
3985,1049197,0
7280,1008485,30
16955,1048473,0
8260,1004459,70
8086,1063842,0
14598,1019331,90
12466,1050773,0
10807,1036618,0
16862,1016600,90
9665,1023965,80
13838,1099260,1
16639,1046217,74
12055,1014091,90
13825,1089503,50
10523,1035666,90
7835,1098895,0
3379,1006831,90
9639,1028521,0
8243,1006831,90
5306,1009214,70
8760,1004078,50
17274,1015560,60
1639,1044605,90
15041,1089503,100
10045,1014091,90
1996,1052200,100
14963,1098460,0
15017,1030879,90
12006,1043417,70
2063,1098481,97
12048,1098153,30
7977,1003960,90
11189,1097992,19
701,1017122,30
9302,1032111,80
11543,1041052,70
5507,1018539,70
10807,1098493,0
12302,1043454,50
5007,1000252,30
10618,1017485,0
8046,1031044,90
15803,1041735,90
14192,1048320,90
13382,1019067,90
15813,1021142,50
13502,1025801,90
5727,1003229,80
17311,1006439,100
15236,1034388,0
2500,1099197,50
3989,1003554,20
13632,1021815,50
11735,1010787,0
7421,1004943,100
742,1010787,0
3272,1099244,0
16611,1004171,0
13486,1026044,30
13881,1001892,96
3541,1018138,0
1110,1043541,90
14812,1021992,70
5090,1030937,52
1743,1099435,100
14294,1034801,90
5602,1011114,50
6029,1032152,50
1030,1004157,72
9583,1098193,50
12045,1000412,100
4128,1030710,70
1985,1007000,70
17225,1052200,90
10163,1009545,90
15830,1039877,90
8349,1008873,100
14408,1044461,50
13486,1021142,70
13760,1008023,100
12213,1010259,6
15827,1028639,0
15604,1018138,100
14900,1003522,0
15815,1000454,90
6755,1098636,70
11743,1015725,43
6978,1019522,0
6798,1022226,100
4009,1000398,90
14789,1009214,90
3431,1097579,90
14237,1098508,50
11650,1053507,90
4395,1099149,0
17146,1008412,90
4402,1019512,0
7154,1022085,10
5002,1020778,90
1874,1014218,90
10525,1009545,30
16045,1014120,77
12067,1021718,90
10188,1087642,70
11023,1012152,90
6419,1012012,0
10109,1033451,90
14,1081608,100
13622,1021689,0
11457,1003509,80
12671,1013213,0
17205,1007723,90
10505,1099378,0
8277,1018437,60
7794,1098650,0
10653,1005017,90
1449,1018587,98
11189,1081608,0
